terrai_cod,terrai_nom,etnia_nome,municipio_,uf_sigla,superficie,fase_ti,modalidade,reestudo_t,superfic_1,lon,lat
64501,Kapôt Nhinore,Kayapó,"São Félix do Xingu. Santa Cruz do Xingu, Vila Rica",MT/PA,0,Em Estudo,Tradicionalmente ocupada,,,-52.717538332019046,-9.925711963307002
45002,Tereza Cristina,Boróro,Santo Antonio do Leverger,MT,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-55.058369510348328,-16.6639623950648
57201,São Gabriel/São Salvador,Kokama,Santo Antônio do Içá,AM,0,Em Estudo,Tradicionalmente ocupada,,,-67.944057734387329,-3.154388991234512
53501,Riozinho,"Tikúna, Kokama","Jutaí, Jarua",AM,0,Em Estudo,Tradicionalmente ocupada,,,-67.058027406331021,-3.525470540058868
23402,Krenak dos Sete Salões,Krenák,"Conselheiro Pena, Itueto, Resplendor e Santa Maria do Itueta",MG,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-41.345294313805269,-19.299818084595156
65501,Puruborá,Puroborá,"Seringueiras, São Francisco do Guapore",RO,0,Em Estudo,Tradicionalmente ocupada,,,-63.31489073457211,-11.981997885397803
33302,Parati-Mirim,Guarani,Parati,RJ,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-44.638211967470269,-23.307308828642277
71601,Tekoa Jaikoaty,Guarani Nhandeva,"Miracatu, Sete Barras",SP,0,Em Estudo,Tradicionalmente ocupada,,,-47.541185676873447,-24.338236807655399
72101,Tekoa Jejyty,Guaraní,Iguape,SP,0,Em Estudo,Tradicionalmente ocupada,,,-47.527251034711036,-24.642994269896587
73101,Tekoa Itaoca,Guarani Mbya,Iguape,SP,0,Em Estudo,Tradicionalmente ocupada,,,-47.922593192064568,-24.907621008707995
68201,Itaporanga,Guarani Nhandeva,Itaporanga,SP,0,Em Estudo,Tradicionalmente ocupada,,,-49.522138375438516,-23.693174914201293
69201,Guarani Barão de Antonina,Guaraní,Barão de Antonina,SP,0,Em Estudo,Tradicionalmente ocupada,,,-49.579740781012838,-23.619826667085974
14002,Guarani Araponga,Guarani,Parati,RJ,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-44.871336796420515,-23.347587984376176
69601,Ponta da Formiga,Guaraní,Barra do Ribeiro,RS,0,Em Estudo,Tradicionalmente ocupada,,,-51.413935766510825,-30.301292452048145
13602,Governador,"Gavião Pukobiê, Tenetehara",Amarante do Maranhão,MA,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-46.57264858819233,-5.483765892794151
21802,Karitiana,Karitiana,Porto Velho,RO,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-63.854798665479478,-9.246173538338144
62801,Pipipã,Pipipan,Floresta,PE,0,Em Estudo,Tradicionalmente ocupada,,,-38.07260020841391,-8.662929258378128
19401,Jeripanco,Jeripancó,Água Branca,AL,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-38.070467106127289,-9.224172445443021
29901,Muratuba,Múra,Autazes,AM,0,Em Estudo,Tradicionalmente ocupada,,,-59.65787272329144,-3.854158393803285
9001,Capivara,Múra,Autazes,AM,0,Em Estudo,Tradicionalmente ocupada,,,-59.451711789022987,-3.62056892695797
13901,Guapenu,Múra,Autazes,AM,0,Em Estudo,Tradicionalmente ocupada,,,-59.180670975411616,-3.52588174788753
32501,Pantaleão,Múra,Autazes,AM,0,Em Estudo,Tradicionalmente ocupada,,,-59.172772088962255,-3.608952136818085
52901,Igarapé Paiol,Apurinã,Manaquiri,AM,0,Em Estudo,Tradicionalmente ocupada,,,-60.695039606997348,-3.832873372360732
28002,Mata Medonha,Pataxó,Santa Cruz Cabrália,BA,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-39.088167799395301,-16.102403710051099
10302,Coroa Vermelha,Pataxó,"Porto Seguro, Santa Cruz Cabralia",BA,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-39.130676393042876,-16.277310447722446
65101,Cahy/Pequi,Pataxó,Prado,BA,0,Em Estudo,Tradicionalmente ocupada,,,-39.262891143071805,-17.007959817689418
56601,Nauá,Nawa,Mâncio Lima,AC,0,Em Estudo,Tradicionalmente ocupada,,,-73.580520701396054,-7.588068355912915
73721,Nonoai/Rio da Várzea,Kaingang,"Trindade do Sul, Nonoai, Liberato Salzano, Planalto, Gramado dos Loureiros",RS,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-53.176443483644789,-27.474503133252828
73710,Monte Caseros - RS,Kaingang,"Ibiraiaras, Muliterno",RS,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-51.757370194819728,-28.304751365978422
73703,Lami,Guaraní,Porto Alegre,RS,0,Em Estudo,Tradicionalmente ocupada,,,-51.220094189380497,-30.237373979518487
73706,Rio Capivari - Porãi,Guaraní,Capivari do Sul,RS,0,Em Estudo,Tradicionalmente ocupada,,,-50.566612365013157,-30.147135745012093
73705,Lomba do Pinheiro,Guaraní,Porto Alegre,RS,0,Em Estudo,Tradicionalmente ocupada,,,-51.179338365702577,-30.077089657110673
73704,Estiva,Guaraní,Viamão,RS,0,Em Estudo,Tradicionalmente ocupada,,,-51.118084265709925,-30.151905628969214
59401,Cobra Grande,Arapiun,Santarém,PA,0,Em Estudo,Tradicionalmente ocupada,,,-55.241343138609778,-2.322064969019205
73716,Jeju e Areal,Tembé,Santa Maria do Para,PA,0,Em Estudo,Tradicionalmente ocupada,,,-47.617800243777886,-1.386329333113973
73712,Kaxarari - AM RO,Kaxarari,"Porto Velho, Labrea",AM/RO,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-66.217235824142179,-9.114836085827154
73717,Fazenda Jenipapeiro,Atikum,Santa Rita de Cassia,BA,0,Encaminhada RI,Reserva Indigena,,,-44.564589993773204,-11.010318993458132
51901,Borari de Alter do Chão,Borari,Santarém,PA,0,Em Estudo,Tradicionalmente ocupada,,,-55.001069077180787,-2.525677933064252
59401,Cobra Grande,Arapiun,Santarém,PA,0,Em Estudo,Tradicionalmente ocupada,,,-55.241343138609778,-2.322064969019205
73718,Timbira-Krenyê,Timbira e Krenyê,Barra do Corda e Vitorino Freire,MA,0,Em Estudo,Tradicionalmente ocupada,,,-45.282991136459636,-4.044368257315085
72301,Campo Bonito,Guarani Mbya,Torres,RS,79,Regularizada,Reserva Indigena,,,-49.88545035825944,-29.358508878031657
72401,Estrada do Mar,Guarani Mbya,Osório,RS,45,Regularizada,Reserva Indigena,,,-50.237246181300407,-29.856494670363695
72501,Riozinho - RS,Guarani Mbya,Riozinho,RS,24,Regularizada,Reserva Indigena,,,-50.472545020338437,-29.587531066663789
72701,Canelinha,Guarani Mbya,Canelinha,SC,203,Regularizada,Reserva Indigena,,,-48.844176452312787,-27.283426263833089
72801,Águas Claras,Guarani Mbya,Major Gercino,SC,165,Regularizada,Reserva Indigena,,,-48.993082280365314,-27.36669332317198
72901,Amaral/Tekoá Kuriy,Guarani Mbya,Biguaçu,SC,500,Regularizada,Reserva Indigena,,,-48.868476966225217,-27.39802935070124
73001,Morro da Palha,Guarani Mbya,Biguaçu,SC,216,Regularizada,Reserva Indigena,,,-48.654574157883232,-26.346724576520497
73701,Baixo Seruini/Baixo Tumiã,Apurinã,Pauini,AM,0,Em Estudo,Tradicionalmente ocupada,,,-66.883812540379964,-7.828052302052062
73715,Rio Cautário,"Kanoé, Kujubim, Djeoromtxi-Jabuti","Costa Marques, Guajara-Mirim",RO,0,Em Estudo,Tradicionalmente ocupada,,,-64.468592837721516,-12.138867700344091
73709,Muã Mimatxi,Pataxó,Itapecirica,MG,0,Encaminhada RI,Reserva Indigena,,,-45.10016933478191,-20.477472190090428
53501,Riozinho,"Tikúna, Kokama","Jutaí, Jarua",AM,0,Em Estudo,Tradicionalmente ocupada,,,-65.252959098048407,-0.835433887262802
73722,Ypoi / Triunfo,Ñhandeva,Paranhos,MS,0,Em Estudo,Tradicionalmente ocupada,,,-55.466700590084031,-23.73614361034625
28402,Mbiguaçu,"Guarani Mbya, Guarani Nhandeva",Biguaçu,SC,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-48.65891338976607,-27.452644964281959
11202,Enawenê-Nawê,Enawenê-Nawê,"Comodoro,Juina, Sapezal",MT,0,Em Estudo,Tradicionalmente ocupada,Reestudo,,-58.967303544210672,-11.942349595321174
67401,Baixo Rio Negro II,"Makú, Tukano",Santa Isabel do Rio Negro,AM,0,Em Estudo,Tradicionalmente ocupada,,,-65.284365851129252,-0.822998738506599
72201,Coroa Vermelha - Gleba C,Pataxó,Porto Seguro,BA,0,Encaminhada RI,Reserva Indigena,,,-39.079139306164059,-16.345247824638708
73707,Cinta Vermelha Jundiba,"Pataxó, Pankararu",Araçuaí,MG,0,Encaminhada RI,Reserva Indigena,,,-42.037758525442875,-16.743562314380249
73711,Fazenda Boa Vista - MG,Xucuru - Kariri,Caldas,MG,101,Encaminhada RI,Reserva Indigena,,,-46.353206636099536,-21.924190386040074
73713,Amâncio,Guaraní,Biguaçu,SC,0,Em Estudo,Tradicionalmente ocupada,,,-48.700304441046136,-27.445327113617861
73714,Taba dos Anacé,Anacé,"Caucaia, São Gonçalo do Amarante",CE,543,Encaminhada RI,Reserva Indigena,,,-38.842046767958962,-3.593438660577815
